,Unnamed: 0,created_at,tweet_id,receiver_name,receiver_id,tweet_text,screen_name,name,account_creation_date,urls,preprocess_tweet,Positive,Negative,Compound,Sentiment,label
122,122,2022-04-25 16:52:18+00:00,1518634012801044480,AdahopAda,2235770624,"@adahopada i am probably going to nuke my small account doing this, but i am just going full cyberbully on him until that happens.",Tacticalwookiee,Elon's Hair Plugs.,Thu Feb 08 06:14:31 +0000 2018,[],probably going nuke small account going full cyberbully happens,0.0,0.0,0.0,Negative,0
123,123,2022-04-25 16:51:04+00:00,1518633705589334017,,,rt @stillnotsam: why leave when we could become ungovernable little trash goblins and cyberbully the billionaire off his own platform using…,CloudyMedusa,🏳️‍⚧️ Elden Queen,Sun Jun 19 00:30:32 +0000 2016,[],leave could become ungovernable little trash goblins cyberbully billionaire platform using,0.0,0.107,-0.0516,Negative,0
124,124,2022-04-25 16:50:47+00:00,1518633630511337472,WizardsBreadBo1,1.29E+18,engineers should be allowed to cyberbully one sales person who gives them the wrong numbers a week,WizardsBreadBo1,Wizard's Bread Book,Sat Aug 01 23:08:19 +0000 2020,[],engineers allowed cyberbully one sales person gives wrong numbers week,0.0,0.256,-0.4767,Negative,0
125,125,2022-04-25 16:50:40+00:00,1518633601952550913,fairyxsan,1.26E+18,"@fairyxsan i am rooting for you, if he is rude to you, i might not be able to beat his ass but i will cyberbully him",taefruitcup,poop⁷,Wed Mar 17 11:22:25 +0000 2021,[],rooting rude might not able beat ass cyberbully,0.241,0.253,-0.0387,Negative,0
126,126,2022-04-25 16:49:49+00:00,1518633388017598466,,,"anyone can be a cyberbully, not just people who are unhinged – university of michigan news ",bulliesnbullets,Bullies and Bullets,Fri Aug 31 00:10:32 +0000 2018,"[{'url': 'https://t.co/e2khTIG15K', 'expanded_url': 'https://ift.tt/O7NFjHc', 'display_url': 'ift.tt/O7NFjHc', 'indices': [91, 114]}]",anyone cyberbully not people unhinged university michigan news,0.0,0.0,0.0,Negative,0
127,127,2022-04-25 16:49:17+00:00,1518633256442376193,,,"rt @touchmyteapot: i'm trans. that means no matter what your gender is, once my harmless tweet gets more than a thousand likes, you will cy…",fsweichsel,🏳️‍⚧️Fae Weichsel🤖,Fri May 18 13:03:29 +0000 2007,[],trans means matter gender harmless tweet gets thousand likes cy,0.457,0.0,0.5994,Positive,1
128,128,2022-04-25 16:41:47+00:00,1518631368011526144,xOGxNOMADx1,1.15E+18,@xogxnomadx1 no thanks. dont cyberbully me,mossinixie,soop,Tue Aug 04 14:21:54 +0000 2020,[],thanks dont cyberbully,0.592,0.0,0.4404,Positive,1
129,129,2022-04-25 16:40:59+00:00,1518631167578148864,,,"rt @inmyhumbleopi14: gina is a cyberbully!! stop supporting her!!

#yeenasalas
@ch3thailand ",kairiiiuuu,Kaira ):),Wed Mar 23 14:26:05 +0000 2022,[],gina cyberbully stop suppoing #yeenasalas,0.0,0.355,-0.296,Negative,0
130,130,2022-04-25 16:36:02+00:00,1518629922381701122,,,rt @oldrowviral: the squad getting ready to cyberbully tf out of blue check twitter ,ShadySoares,JohnHenryMustDie,Fri Jun 11 22:04:25 +0000 2010,[],squad getting ready cyberbully tf blue check twitter,0.263,0.0,0.3612,Positive,1
131,131,2022-04-25 16:33:30+00:00,1518629282532143104,,,"sigh, elon turned me into a cyberbully today dangit",urfavebutth0le,beelzebubs baby,Sat Oct 24 11:11:29 +0000 2020,[],sigh elon turned cyberbully today dangit,0.18,0.0,0.0258,Negative,0
132,132,2022-04-25 16:31:14+00:00,1518628714099191809,,,rt @oldrowviral: the squad getting ready to cyberbully tf out of blue check twitter ,OldRowOfficial,Old Row,Thu Sep 23 20:18:29 +0000 2010,[],squad getting ready cyberbully tf blue check twitter,0.263,0.0,0.3612,Positive,1
133,133,2022-04-25 16:30:59+00:00,1518628649175556096,,,rt @stillnotsam: why leave when we could become ungovernable little trash goblins and cyberbully the billionaire off his own platform using…,Supervinh47,"Vinh, the Dad of Boi and Gurl",Mon Apr 08 19:00:01 +0000 2013,[],leave could become ungovernable little trash goblins cyberbully billionaire platform using,0.0,0.107,-0.0516,Negative,0
134,134,2022-04-25 16:30:49+00:00,1518628607198998536,,,the squad getting ready to cyberbully tf out of blue check twitter ,OldRowViral,Old Row,Wed Feb 19 16:38:59 +0000 2020,[],squad getting ready cyberbully tf blue check twitter,0.263,0.0,0.3612,Positive,1
135,135,2022-04-25 16:29:29+00:00,1518628271570706433,,,rt @stillnotsam: why leave when we could become ungovernable little trash goblins and cyberbully the billionaire off his own platform using…,JanDavidHassel,David (he/him),Wed Jan 06 22:34:49 +0000 2010,[],leave could become ungovernable little trash goblins cyberbully billionaire platform using,0.0,0.107,-0.0516,Negative,0
136,136,2022-04-25 16:26:11+00:00,1518627443669614595,,,"anyone can be a cyberbully, not just people who are unhinged  via @umich",AdiGaskell,Adi Gaskell,Tue Apr 15 20:00:20 +0000 2008,"[{'url': 'https://t.co/7RBqyLH0jD', 'expanded_url': 'https://buff.ly/3ELGLmH', 'display_url': 'buff.ly/3ELGLmH', 'indices': [61, 84]}]",anyone cyberbully not people unhinged via,0.0,0.0,0.0,Negative,0
137,137,2022-04-25 16:25:01+00:00,1518627147203682306,,,"rt @touchmyteapot: i'm trans. that means no matter what your gender is, once my harmless tweet gets more than a thousand likes, you will cy…",LiruMouse,Propeller Tail (Liru),Wed Feb 17 04:12:30 +0000 2010,[],trans means matter gender harmless tweet gets thousand likes cy,0.457,0.0,0.5994,Positive,1
138,138,2022-04-25 16:18:20+00:00,1518625466004946946,,,"rt @catladyactivist: elon musk, a cyberbully who regularly tweets childish trash much like a certain banned orange guy, will now own the pl…",plathelibrarian,Patricia Alford,Wed May 06 21:38:26 +0000 2009,[],elon musk cyberbully regularly tweets childish trash much like ceain banned orange guy pl,0.134,0.278,-0.4019,Negative,0
139,139,2022-04-25 16:17:04+00:00,1518625148940656641,,,"rt @touchmyteapot: i'm trans. that means no matter what your gender is, once my harmless tweet gets more than a thousand likes, you will cy…",hinomiyas,cute trash,Mon Apr 01 22:15:33 +0000 2013,[],trans means matter gender harmless tweet gets thousand likes cy,0.457,0.0,0.5994,Positive,1
140,140,2022-04-25 16:17:01+00:00,1518625135250612224,DETRUNCO,1.50E+18,@detrunco me when u cyberbully me (i am the cat it is true),BROLUVSKIS,🎀💌 ~ KYLE/JEREMY'S LOVELY (F)ART ;D,Sun Apr 10 01:44:00 +0000 2022,[],u cyberbully cat true,0.583,0.0,0.4215,Positive,1
141,141,2022-04-25 16:14:09+00:00,1518624412160827392,,,"""let's go to a different platform"" won't work. the reason you're here isn't because you can talk to your friends, i… ",danieljbillo,Daniel Billo,Sun Sep 02 15:32:52 +0000 2012,"[{'url': 'https://t.co/3UJJFsjdt1', 'expanded_url': 'https://twitter.com/i/web/status/1518624412160827392', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",let go different platform work reason talk friends,0.307,0.0,0.4767,Positive,1
142,142,2022-04-25 16:07:18+00:00,1518622690839515136,MJFINESSELOVER,39630126,@mjfinesselover whats her @ i wanna cyberbully,daministallion,count contessaaaa,Sun Nov 22 23:40:15 +0000 2020,[],whats wanna cyberbully,0.0,0.0,0.0,Negative,0
143,143,2022-04-25 16:06:13+00:00,1518622419019497472,MichelleYesudas,326571719,"@michelleyesudas i hope i can issue death threats, cyberbully, be a sexist, racist, bigot, whip up a riot, or somet… ",muda_twit,⚡️🏴,Fri Mar 25 18:35:48 +0000 2022,"[{'url': 'https://t.co/O2cICNvxmD', 'expanded_url': 'https://twitter.com/i/web/status/1518622419019497472', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",hope issue death threats cyberbully sexist racist bigot whip riot somet,0.125,0.616,-0.9081,Negative,0
144,144,2022-04-25 16:05:34+00:00,1518622251385376768,,,so are trixie and katya going to react to heartstopper any time soon or do we need to cyberbully netflix into making it happen,melonpangs1,melonpangs,Sun Dec 06 05:12:33 +0000 2020,[],trixie katya going react heastopper time soon need cyberbully netflix making happen,0.0,0.0,0.0,Negative,0
145,145,2022-04-25 16:04:56+00:00,1518622093834862596,,,quick everyone. cyberbully elon musk on twitter one last time before he makes doing so a bannable offense.,colin_vancourt,BadWolf,Sat Aug 01 11:23:51 +0000 2015,[],quick everyone cyberbully elon musk twitter one last time makes bannable offense,0.0,0.154,-0.25,Negative,0
146,146,2022-04-25 16:04:00+00:00,1518621861105524742,,,"surprise! i'm streamin minecraft with @paryluvsu 
time cyberbully em off stream 😈

 ",ScribblingsTV,Scribblings,Sun Oct 21 13:59:48 +0000 2012,"[{'url': 'https://t.co/3TtNFkPMnG', 'expanded_url': 'https://www.twitch.tv/scribblings', 'display_url': 'twitch.tv/scribblings', 'indices': [83, 106]}]",surprise streamin minecraft time cyberbully em stream,0.259,0.0,0.2732,Positive,1
147,147,2022-04-25 16:01:54+00:00,1518621332174368768,,,rt @stillnotsam: why leave when we could become ungovernable little trash goblins and cyberbully the billionaire off his own platform using…,yamp_ish,Mark Yampolsky,Fri Jul 31 05:10:19 +0000 2020,[],leave could become ungovernable little trash goblins cyberbully billionaire platform using,0.0,0.107,-0.0516,Negative,0
148,148,2022-04-25 15:56:57+00:00,1518620083811233792,,,"rt @antirivetva: you should absolutely cyberbully war criminals. i don't care who condemns you for not being ""polite"", you should absolutel…",TNAP_TF2,TNAP (John),Tue Feb 03 21:34:03 +0000 2015,[],absolutely cyberbully war criminals care condemns not polite absolutel,0.163,0.583,-0.8497,Negative,0
149,149,2022-04-25 15:54:22+00:00,1518619436168716290,,,my new work schedule kinda nice,cyberbully_jpeg,Angel Olsen’s whore,Wed Dec 12 20:40:35 +0000 2012,[],new work schedule kinda nice,0.385,0.0,0.3626,Positive,1
150,150,2022-04-25 15:54:20+00:00,1518619425368428544,,,rt @stillnotsam: why leave when we could become ungovernable little trash goblins and cyberbully the billionaire off his own platform using…,malooski_vt,Malooski 2.0 REBRAND 👾🛸 Hacker Alien ENVTuber,Fri Jan 08 22:43:38 +0000 2021,[],leave could become ungovernable little trash goblins cyberbully billionaire platform using,0.0,0.107,-0.0516,Negative,0
151,151,2022-04-25 15:53:00+00:00,1518619089392091136,,,"rt @touchmyteapot: i'm trans. that means no matter what your gender is, once my harmless tweet gets more than a thousand likes, you will cy…",AnEnbyCrow,Crow From Mars,Fri Apr 15 08:34:44 +0000 2022,[],trans means matter gender harmless tweet gets thousand likes cy,0.457,0.0,0.5994,Positive,1
152,152,2022-04-25 15:52:20+00:00,1518618923175981059,,,does this mean we can’t cyberbully elon musk anymore,spacdoutcowgirl,valé 🐝 !!,Fri Mar 11 15:48:27 +0000 2022,[],mean cyberbully elon musk anymore,0.0,0.0,0.0,Negative,0
153,153,2022-04-25 15:44:24+00:00,1518616926490181633,,,rt @stillnotsam: why leave when we could become ungovernable little trash goblins and cyberbully the billionaire off his own platform using…,rebelllest,bex,Sat Apr 11 22:46:17 +0000 2009,[],leave could become ungovernable little trash goblins cyberbully billionaire platform using,0.0,0.107,-0.0516,Negative,0
154,154,2022-04-25 15:44:19+00:00,1518616906923528194,,,is it acceptable to cyberbully apex legends fans or no,phantom_thieves,master cheeks,Wed Apr 18 16:04:16 +0000 2012,[],acceptable cyberbully apex legends fans,0.365,0.0,0.3182,Positive,1
155,155,2022-04-25 15:43:06+00:00,1518616601511309312,,,rt @stillnotsam: why leave when we could become ungovernable little trash goblins and cyberbully the billionaire off his own platform using…,Wonder_Phoenix,Sadie Boyd,Sun Aug 23 16:13:06 +0000 2009,[],leave could become ungovernable little trash goblins cyberbully billionaire platform using,0.0,0.107,-0.0516,Negative,0
156,156,2022-04-25 15:42:03+00:00,1518616335978307585,,,rt @stillnotsam: why leave when we could become ungovernable little trash goblins and cyberbully the billionaire off his own platform using…,skyejamie,Comrade Dirigible,Tue Aug 21 13:45:11 +0000 2012,[],leave could become ungovernable little trash goblins cyberbully billionaire platform using,0.0,0.107,-0.0516,Negative,0
157,157,2022-04-25 15:41:15+00:00,1518616133200404483,,,"you should absolutely cyberbully war criminals. i don't care who condemns you for not being ""polite"", you should ab… ",AntiRivetVA,AntiRivet,Thu Oct 13 13:45:40 +0000 2011,"[{'url': 'https://t.co/EFt7KjOGHB', 'expanded_url': 'https://twitter.com/i/web/status/1518616133200404483', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",absolutely cyberbully war criminals care condemns not polite ab,0.163,0.583,-0.8497,Negative,0
158,158,2022-04-25 15:41:15+00:00,1518616132546023424,,,rt @sanzusxans: oml no i sb someone i am a cyberbully!!!!!!’,subaruji_,chloe 🔥💍,Mon Apr 15 04:39:44 +0000 2019,[],oml sb someone cyberbully,0.0,0.0,0.0,Negative,0
159,159,2022-04-25 15:38:16+00:00,1518615385188499456,,,"rt @touchmyteapot: i'm trans. that means no matter what your gender is, once my harmless tweet gets more than a thousand likes, you will cy…",Sword_gallery,Emimations,Tue Jul 25 15:32:38 +0000 2017,[],trans means matter gender harmless tweet gets thousand likes cy,0.457,0.0,0.5994,Positive,1
160,160,2022-04-25 15:36:00+00:00,1518614812804194304,,,if people decide to leave twitter because elon buys it instead of sticking  around to cyberbully him then they are… ,CLeg19,coach k's career ended to a dude named Hubert,Thu Feb 17 02:16:16 +0000 2011,"[{'url': 'https://t.co/oLP7pwGhuj', 'expanded_url': 'https://twitter.com/i/web/status/1518614812804194304', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",people decide leave twitter elon buys instead sticking around cyberbully,0.0,0.118,-0.0516,Negative,0
161,161,2022-04-25 15:35:32+00:00,1518614695615377409,,,rt @stillnotsam: why leave when we could become ungovernable little trash goblins and cyberbully the billionaire off his own platform using…,Digilsu,Argent is Falling Apart at the Seams,Thu Oct 25 00:55:17 +0000 2012,[],leave could become ungovernable little trash goblins cyberbully billionaire platform using,0.0,0.107,-0.0516,Negative,0
162,162,2022-04-25 15:34:48+00:00,1518614511019868161,,,rt @stillnotsam: why leave when we could become ungovernable little trash goblins and cyberbully the billionaire off his own platform using…,yngvildr,Lou Django - Openly Queer At Work,Mon Mar 28 17:28:01 +0000 2011,[],leave could become ungovernable little trash goblins cyberbully billionaire platform using,0.0,0.107,-0.0516,Negative,0
163,163,2022-04-25 15:32:17+00:00,1518613875662499844,,,rt @stillnotsam: why leave when we could become ungovernable little trash goblins and cyberbully the billionaire off his own platform using…,melissagibbo,Melissa Gibbo Brown,Fri Apr 26 01:59:36 +0000 2013,[],leave could become ungovernable little trash goblins cyberbully billionaire platform using,0.0,0.107,-0.0516,Negative,0
164,164,2022-04-25 15:31:14+00:00,1518613614768230400,,,why leave when we could become ungovernable little trash goblins and cyberbully the billionaire off his own platfor… ,StillNotSam,Samantha Wallschlaeger,Thu Mar 11 02:55:23 +0000 2010,"[{'url': 'https://t.co/WRArjBzYLa', 'expanded_url': 'https://twitter.com/i/web/status/1518613614768230400', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",leave could become ungovernable little trash goblins cyberbully billionaire platfor,0.0,0.118,-0.0516,Negative,0
165,165,2022-04-25 15:29:05+00:00,1518613073820594183,,,my personal insta was hacked by a cryptobro which is my worse nightmare so if any of u follow my insta and want to… ,limpyshire,kasey ♡,Fri Jun 15 00:48:11 +0000 2012,"[{'url': 'https://t.co/SxlmUPRTgy', 'expanded_url': 'https://twitter.com/i/web/status/1518613073820594183', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",personal insta hacked cryptobro worse nightmare u follow insta want,0.099,0.443,-0.6705,Negative,0
166,166,2022-04-25 15:19:35+00:00,1518610683243474944,transfionacoyne,1018614181,"nothing probably is going to change, the sky isn't falling, just there's a new scumbag ceo to cyberbully now",transfionacoyne,ATTITUDE ERA OUT NOW,Tue Dec 18 00:03:17 +0000 2012,[],nothing probably going change sky falling new scumbag ceo cyberbully,0.0,0.42,-0.7003,Negative,0
167,167,2022-04-25 15:19:23+00:00,1518610630734974976,,,rt @senorsenior: everyone is talking about leaving when this happens but i think if we put our minds to it and really come together we coul…,samuelthomas33,samthomas,Sun May 27 05:33:30 +0000 2012,[],everyone talking leaving happens think put minds really come together coul,0.0,0.0,0.0,Negative,0
168,168,2022-04-25 15:19:03+00:00,1518610546479624192,nathancsn,52277920,@nathancsn the nathan csn cyberbully awareness award,mikeFAIL,Mike Pfeil,Sun Feb 20 03:17:49 +0000 2011,[],nathan csn cyberbully awareness award,0.467,0.0,0.5423,Positive,1
169,169,2022-04-25 15:16:22+00:00,1518609871414906880,deezsharks,1.39E+18,@deezsharks you i dont cyberbully,bellasmileyface,Bella,Fri Feb 25 09:23:39 +0000 2022,[],dont cyberbully,0.0,0.0,0.0,Negative,0
170,170,2022-04-25 15:15:39+00:00,1518609691852648448,,,"rt @catladyactivist: elon musk, a cyberbully who regularly tweets childish trash much like a certain banned orange guy, will now own the pl…",rebeccarandel,"Rebecca Randel, MPH, BCPA",Sat Apr 29 18:30:31 +0000 2017,[],elon musk cyberbully regularly tweets childish trash much like ceain banned orange guy pl,0.134,0.278,-0.4019,Negative,0
171,171,2022-04-25 15:14:39+00:00,1518609439921741824,,,rt @sanzusxans: oml no i sb someone i am a cyberbully!!!!!!’,Ioseryuta,— les ♡,Tue Mar 22 21:58:40 +0000 2022,[],oml sb someone cyberbully,0.0,0.0,0.0,Negative,0
172,172,2022-04-25 15:14:09+00:00,1518609314621046785,,,oml no i sb someone i am a cyberbully!!!!!!’,sanzusxans,Muslim Narancia,Tue Dec 04 03:40:19 +0000 2018,[],oml sb someone cyberbully,0.0,0.0,0.0,Negative,0
173,173,2022-04-25 15:07:08+00:00,1518607547468591104,ArylaWhite,1.07E+18,"@abunchanumbers @sophie_frm_mars like as you try to cyberbully others, you're just going to get cyberbullied. like… ",ArylaWhite,Reverence 😈❤️,Mon Dec 03 18:39:54 +0000 2018,"[{'url': 'https://t.co/eIeojex3qH', 'expanded_url': 'https://twitter.com/i/web/status/1518607547468591104', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",like try cyberbully others going get cyberbullied like,0.455,0.0,0.6124,Positive,1
174,174,2022-04-25 15:04:14+00:00,1518606818381082624,MatthewErman,858379591,"@matthewerman fair enough. cyberbully on, my friend.",Alterici,Natasha learning to draw again,Fri May 06 05:37:34 +0000 2011,[],fair enough cyberbully friend,0.733,0.0,0.6705,Positive,1
175,175,2022-04-25 15:02:44+00:00,1518606441871036418,delecto_stan,4105501936,@delecto_stan @jonhylton now the question stands. do i just delete my account in hopes of being one of many and the… ,AndyHjortshoj,Andy Hjortshoj,Sun Jul 11 01:28:19 +0000 2010,"[{'url': 'https://t.co/lxUxIqrka6', 'expanded_url': 'https://twitter.com/i/web/status/1518606441871036418', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",question stands delete account hopes one many,0.318,0.0,0.4215,Positive,1
176,176,2022-04-25 15:01:44+00:00,1518606189399052291,melissax1125,3434012381,@melissax1125 he's been trolling cyberbully people the last few days. the guy is a grown man billionaire. i don't t… ,JJSmithRadio,Joe - Cape Cod Made Punk,Sat May 02 03:33:34 +0000 2009,"[{'url': 'https://t.co/9sLbQ3jj4k', 'expanded_url': 'https://twitter.com/i/web/status/1518606189399052291', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",trolling cyberbully people last days guy grown man billionaire,0.0,0.0,0.0,Negative,0
177,177,2022-04-25 14:57:15+00:00,1518605059776524288,,,rt @ff2k_world: we dont cyberbully enough,Chuterrr,ChuŁer,Sun Mar 04 02:28:27 +0000 2012,[],dont cyberbully enough,0.0,0.0,0.0,Negative,0
178,178,2022-04-25 14:56:08+00:00,1518604781769482240,,,some people are naturally talented in cyberbully,_Captain_Duck,ណាណា​ 🍀🍺,Mon Jan 25 12:36:58 +0000 2021,[],people naturally talented cyberbully,0.524,0.0,0.5106,Positive,1
179,179,2022-04-25 14:51:43+00:00,1518603667728830464,,,rt @sc_codeum: if we can cyberbully mayors we can cyberbully billionaires.,jaredweakly,Jared Weakly,Mon Aug 19 19:37:34 +0000 2013,[],cyberbully mayors cyberbully billionaires,0.0,0.0,0.0,Negative,0
180,180,2022-04-25 14:49:13+00:00,1518603038101065729,,,rt @sc_codeum: if we can cyberbully mayors we can cyberbully billionaires.,Gebraheel,Be excellent to each other. #BlackLivesMatter,Fri Sep 21 16:21:52 +0000 2012,[],cyberbully mayors cyberbully billionaires,0.0,0.0,0.0,Negative,0
181,181,2022-04-25 14:39:11+00:00,1518600512597377028,,,"rt @touchmyteapot: i'm trans. that means no matter what your gender is, once my harmless tweet gets more than a thousand likes, you will cy…",tuxedosaurus,Tux,Sat Jul 06 00:21:59 +0000 2019,[],trans means matter gender harmless tweet gets thousand likes cy,0.457,0.0,0.5994,Positive,1
182,182,2022-04-25 14:38:55+00:00,1518600448260902912,,,everyone is talking about leaving when this happens but i think if we put our minds to it and really come together… ,SenorSenior,austin,Tue Dec 09 03:04:35 +0000 2008,"[{'url': 'https://t.co/BmrwqWtn0W', 'expanded_url': 'https://twitter.com/i/web/status/1518600448260902912', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]",everyone talking leaving happens think put minds really come together,0.0,0.0,0.0,Negative,0
183,183,2022-04-25 14:37:23+00:00,1518600062863130631,,,if we can cyberbully mayors we can cyberbully billionaires.,sc_codeUM,Sean Corbett,Thu Jun 22 03:28:35 +0000 2017,[],cyberbully mayors cyberbully billionaires,0.0,0.0,0.0,Negative,0
184,184,2022-04-25 14:36:55+00:00,1518599942842986498,bunnitao,1.52E+18,"@bunnitao they can no longer move, they can do nothing but cyberbully",Chromosgone,Chromo,Tue Nov 09 22:36:03 +0000 2021,[],longer move nothing cyberbully,0.0,0.0,0.0,Negative,0
185,185,2022-04-25 14:21:00+00:00,1518595937375076352,,,"people who have high premeditated or impulsive aggressive tendencies online are likely to cyberbully others, accord… ",UMichResearch,Michigan Research,Wed Nov 07 15:13:27 +0000 2012,"[{'url': 'https://t.co/mfrYuXRVkq', 'expanded_url': 'https://twitter.com/i/web/status/1518595937375076352', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",people high premeditated impulsive aggressive tendencies online likely cyberbully others accord,0.0,0.138,-0.1531,Negative,0
186,186,2022-04-25 14:13:53+00:00,1518594145375297536,,,rt @karenkk_axel: here's a zsj stan who decided to take the side of a certain celebrity's fans who cyberbully zzh repeatedly. despite kneel…,96fdn_,มัมหมีเจ๋อฮั่น : JunZhe 🌸,Sat Apr 06 03:36:31 +0000 2019,[],zsj stan decided take side ceain celebrity fans cyberbully zzh repeatedly despite kneel,0.0,0.0,0.0,Negative,0
187,187,2022-04-25 14:10:45+00:00,1518593360562634759,,,rt @karenkk_axel: here's a zsj stan who decided to take the side of a certain celebrity's fans who cyberbully zzh repeatedly. despite kneel…,waitformiracle_,等待奇迹⭐,Thu Dec 16 05:11:41 +0000 2021,[],zsj stan decided take side ceain celebrity fans cyberbully zzh repeatedly despite kneel,0.0,0.0,0.0,Negative,0
188,188,2022-04-25 13:56:45+00:00,1518589834733969409,,,#cyberbullying | #cyberbully | stomp out bullying’s 4th annual culture shock event to educate students on homophobi… ,ParentSecurity,Parent Security,Thu Sep 13 14:16:45 +0000 2012,"[{'url': 'https://t.co/p2BRQ1Qh7n', 'expanded_url': 'https://twitter.com/i/web/status/1518589834733969409', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",#cyberbullying #cyberbully stomp bullying th annual culture shock event educate students homophobi,0.0,0.394,-0.7579,Negative,0
189,189,2022-04-25 13:54:13+00:00,1518589198911131648,,,rt @maryheglar: if elon buys twitter... am i still gonna be able to cyberbully api? it's the only thing keeping me going...,kavita_bp,just another tree hugger,Sun Jan 20 21:50:03 +0000 2013,[],elon buys twitter still gonna able cyberbully api thing keeping going,0.0,0.0,0.0,Negative,0
190,190,2022-04-25 13:51:55+00:00,1518588621061865474,,,someone should photoshop tim pool's face to benito mussolini and send it to him before elon makes it illegal to cyb… ,raziiberri,Razii Berii,Thu Feb 13 02:05:17 +0000 2020,"[{'url': 'https://t.co/W07UNbbbFe', 'expanded_url': 'https://twitter.com/i/web/status/1518588621061865474', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]",someone photoshop tim pool face benito mussolini send elon makes illegal cyb,0.0,0.247,-0.5574,Negative,0
191,191,2022-04-25 13:50:45+00:00,1518588323719176192,,,"rt @touchmyteapot: i'm trans. that means no matter what your gender is, once my harmless tweet gets more than a thousand likes, you will cy…",squidpdf,squid,Sun Aug 28 20:38:10 +0000 2016,[],trans means matter gender harmless tweet gets thousand likes cy,0.457,0.0,0.5994,Positive,1
192,192,2022-04-25 13:48:22+00:00,1518587726496419840,,,rt @karenkk_axel: here's a zsj stan who decided to take the side of a certain celebrity's fans who cyberbully zzh repeatedly. despite kneel…,97Anna_5_14_26,Anna,Sun Aug 19 16:46:06 +0000 2018,[],zsj stan decided take side ceain celebrity fans cyberbully zzh repeatedly despite kneel,0.0,0.0,0.0,Negative,0
193,193,2022-04-25 13:45:37+00:00,1518587035107397638,,,#cyberbullying | #cyberbully | embarrassing pics of st. louis students spread on instagram ,ParentSecurity,Parent Security,Thu Sep 13 14:16:45 +0000 2012,"[{'url': 'https://t.co/Bw2Uc7NwAt', 'expanded_url': 'https://parentsecurityonline.com/cyberbullying-cyberbully-embarrassing-pics-of-st-louis-students-spread-on-instagram/', 'display_url': 'parentsecurityonline.com/cyberbullying-…', 'indices': [91, 114]}]",#cyberbullying #cyberbully embarrassing pics st louis students spread instagram,0.0,0.245,-0.3818,Negative,0
194,194,2022-04-25 13:42:16+00:00,1518586189741461506,,,rt @karenkk_axel: here's a zsj stan who decided to take the side of a certain celebrity's fans who cyberbully zzh repeatedly. despite kneel…,evil_kun,我永远都在 ᕦ(ò_óˇ)ᕤ 坚强D256,Mon Jul 06 09:46:45 +0000 2009,[],zsj stan decided take side ceain celebrity fans cyberbully zzh repeatedly despite kneel,0.0,0.0,0.0,Negative,0
195,195,2022-04-25 13:35:48+00:00,1518584563710283777,,,"rt @touchmyteapot: i'm trans. that means no matter what your gender is, once my harmless tweet gets more than a thousand likes, you will cy…",HarryRead4,Harry Read,Sun Feb 17 11:33:14 +0000 2013,[],trans means matter gender harmless tweet gets thousand likes cy,0.457,0.0,0.5994,Positive,1
196,196,2022-04-25 13:35:32+00:00,1518584495867408392,adspexi,9.60E+17,@adspexi cyberbully him until he leaves or bans us all,dcyiyou,lianzi 🏔 pei ming simp,Fri Sep 28 03:55:17 +0000 2018,[],cyberbully leaves bans us,0.0,0.0,0.0,Negative,0
197,197,2022-04-25 13:33:17+00:00,1518583928566689792,,,rt @panwaisgod: ใครทำฟอร์มขอให้ติดมธเวลคัมด้อมแม่โดมครับน้องๆ รบกวนฝากทำหน่อยครับ วิชาtu100 ของมธ  ห้อข้อเรื่อง cyberbully การบูลลี่คนผ่าน…,Wa00Slot,น้องผัดไทย,Tue Nov 03 11:35:26 +0000 2015,[],tu cyberbully,0.0,0.0,0.0,Negative,0
198,198,2022-04-25 13:31:21+00:00,1518583441490853889,,,the cy in cyra stands for cyberbullying and i want to cyberbully rn,rtzumao,aira-kun,Fri Oct 22 02:50:53 +0000 2021,[],cy cyra stands cyberbullying want cyberbully rn,0.178,0.0,0.0772,Positive,1
199,199,2022-04-25 13:31:18+00:00,1518583430979928064,,,rt @panwaisgod: ใครทำฟอร์มขอให้ติดมธเวลคัมด้อมแม่โดมครับน้องๆ รบกวนฝากทำหน่อยครับ วิชาtu100 ของมธ  ห้อข้อเรื่อง cyberbully การบูลลี่คนผ่าน…,daisythey,ล่วยกู้ 🌸,Thu Feb 27 15:07:53 +0000 2020,[],tu cyberbully,0.0,0.0,0.0,Negative,0
